"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"GO:0001653","GO:0001653","peptide receptor activity",63,0.382428365875066,1.40213836775838,0.0382225780436931,0.251262583466088,0.218782389658857,2764,"tags=41%, list=18%, signal=34%","Gpr165/Ednrb/Cxcr3/Agtr1b/Vipr1/Cxcr4/Ccr1/Cysltr1/Cysltr2/Glp2r/Avpr2/Ogfrl1/Fpr1/Ccr5/Galr2/Agtrap/Ccr2/Ramp3/Npy1r/Gpr84/Ccr10/Ltb4r1/Oxtr/Gpr35/Inpp5k/Ccrl2","cGASKOvsWT"
"GO:0008201","GO:0008201","heparin binding",122,-0.366594794222813,-1.32287126544383,0.0386740331491713,0.251262583466088,0.218782389658857,1679,"tags=27%, list=11%, signal=24%","Postn/Angptl3/Fgfr2/Pcsk6/Pcolce2/Serpine2/Lgr4/Serpind1/Vegfa/Ncam1/Eva1c/Ltbp2/Ccn1/Aplp1/Apob/Rtn4r/Ccn4/Fbln7/Grem2/Crispld2/Ccn2/Smoc1/Ccl5/Bmp4/Col11a1/Hbegf/Fgf2/Adgrg1/Ager/Rspo1/Thbs4/Fgfr4/Nell2","cGASKOvsWT"
"GO:0004806","GO:0004806","triglyceride lipase activity",10,0.657962521183868,1.58768601215295,0.0401588962415812,0.25882928021508,0.225370955189514,2836,"tags=50%, list=19%, signal=41%","Lipc/Lipe/Daglb/Liph/Lpl","cGASKOvsWT"
"GO:0043236","GO:0043236","laminin binding",26,-0.546408948874672,-1.5215242087143,0.0408163265306122,0.25882928021508,0.225370955189514,1766,"tags=38%, list=12%, signal=34%","Ncl/Itga2/Gpc1/Tinagl1/Lrrc15/Ache/Itga7/Itga3/Ntn4/Thbs4","cGASKOvsWT"
"GO:0022843","GO:0022843","voltage-gated cation channel activity",71,-0.422434462493346,-1.42726238618857,0.0407569141193595,0.25882928021508,0.225370955189514,3331,"tags=45%, list=22%, signal=35%","Kcng2/Tspoap1/Kcna1/Ncs1/Cacnb4/Kcnc3/Kcnj4/Cacna1h/Itgav/Cacnb1/Grin2d/Cachd1/Cacng8/Cacnb3/Kcnq5/Grin3a/Kcnk2/Kcnd3/Kcnq4/Kcnf1/Kcns3/Kcnh2/Cacnb2/Kcna6/Kcnj8/Kcnab3/Kcnab1/Hcn4/Kcnk5/Hcn1/Grin2c/Htr1b","cGASKOvsWT"
"GO:0000049","GO:0000049","tRNA binding",69,-0.42266050550656,-1.41938806358928,0.0407569141193595,0.25882928021508,0.225370955189514,5192,"tags=54%, list=34%, signal=35%","Eif2s3x/Farsa/Aimp1/Ssb/Eef1a1/Alkbh8/Pstk/Ctu2/Ears2/Eif2ak4/Mtres1/Trnau1ap/Elp3/Rpl6/Nemf/Trmt1/Trmt11/Rars1/Xpot/Sars1/Iars1/Nat10/Ighmbp2/Kars1/Trmt10a/Trmu/Aars1/Yars1/Mars1/Nsun2/Mettl1/Tyw5/Yars2/Yrdc/Tert/Cars1/Alkbh1","cGASKOvsWT"
"GO:0061133","GO:0061133","endopeptidase activator activity",14,0.604139902382296,1.57806549897025,0.0415853573368024,0.262136270355201,0.228250457562901,1851,"tags=43%, list=12%, signal=38%","Nlrp1a/Nlrc4/Vsir/Aph1c/Nlrp1b/Psme1","cGASKOvsWT"
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding",76,0.345085298045735,1.32505179067235,0.0420163319467682,0.263285772376494,0.229251365838486,1221,"tags=14%, list=8%, signal=13%","Kmo/Fmo5/Steap4/Sqle/Nos1/Aox3/Dhcr24/Chdh/Acox3/Cybb/Nqo2","cGASKOvsWT"
"GO:0016208","GO:0016208","AMP binding",17,0.54257440435868,1.49473193335323,0.0427940373062842,0.266581679455029,0.232121217834706,2158,"tags=35%, list=14%, signal=30%","Mpped2/Acss1/Ak8/Pygl/Cfap45/Pygm","cGASKOvsWT"
"GO:0016651","GO:0016651","oxidoreductase activity, acting on NAD(P)H",65,0.364673536373157,1.34426589828353,0.04418086175773,0.273611301762784,0.238242135424878,1254,"tags=18%, list=8%, signal=17%","Kmo/Akr1c12/Fmo5/Akr1c18/Rnls/Ncf2/Ncf1/Akr1c13/Dcxr/Cybb/Nqo2/Cyba","cGASKOvsWT"
"GO:0005501","GO:0005501","retinoid binding",18,-0.596371099826473,-1.53225565559363,0.0445544554455446,0.274320746028091,0.238859871299247,296,"tags=22%, list=2%, signal=22%","Stra6/Crabp2/Crabp1/Cyp26b1","cGASKOvsWT"
"GO:0031210","GO:0031210","phosphatidylcholine binding",20,0.508774306511468,1.47063863022445,0.0452200672325641,0.27680954450454,0.241026947950874,2232,"tags=35%, list=15%, signal=30%","Abca1/Apoa2/Pltp/Pctp/Pcyt1b/Esyt1/Pcyt1a","cGASKOvsWT"
"GO:0098960","GO:0098960","postsynaptic neurotransmitter receptor activity",22,-0.55952931900193,-1.51182669623328,0.046205030830756,0.278017770737333,0.242078989280755,2420,"tags=55%, list=16%, signal=46%","Grin2d/Gria3/Chrnb1/Adrb1/Grin3a/Gabbr1/Gabre/Chrm4/Gabrb1/Drd4/Gabra4/Grin2c","cGASKOvsWT"
"GO:0050840","GO:0050840","extracellular matrix binding",52,-0.441816220424585,-1.40658569099114,0.0460624071322437,0.278017770737333,0.242078989280755,2712,"tags=42%, list=18%, signal=35%","Zan/Spock2/Sparcl1/Itgav/Ncl/Itgb3/Sparc/Itga2/Gpc1/Vegfa/Eln/Ccn1/Tinagl1/Lrrc15/Ache/Smoc1/Adgrg1/Itga7/Itga3/Clec14a/Ntn4/Thbs4","cGASKOvsWT"
"GO:0022804","GO:0022804","active transmembrane transporter activity",276,0.257567366445269,1.17997132111474,0.0459325000361275,0.278017770737333,0.242078989280755,2991,"tags=30%, list=20%, signal=25%","Abca9/Atp1a2/Abcg3/Slc28a2b/Slc9a9/Slc15a2/Atp13a2/Slc16a7/Abca1/Slc9a7/Slc13a3/Slc28a2/Slc16a8/Slc26a11/Abca4/Slc37a1/Cox7a1/Slc10a6/Slc5a11/Abcc3/Atp2a3/Abcb8/Slc16a6/Slc12a9/Abcd2/Atp6v0c/Slc6a6/Slc37a2/Ctns/Clcn7/Mfsd12/Slc36a1/Atp6v0d1/Slc13a5/Atp6v1a/Slc24a3/Abcd1/Slc8b1/Slc17a5/Slc22a18/Slc12a7/Atp6v1g1/Slc12a6/Abcb4/Slc15a3/Atp1a3/Slc2a8/Slc25a1/Slc11a1/Abca3/Slc45a4/Slc23a2/Abcb7/Abcb1a/Clcn5/Abca7/Atp6v1e1/Slc18a1/Clcn6/Slc36a4/Atp6v1f/Slc26a6/Tmem241/Slc1a3/Atp6v0b/Slc39a14/Abca8a/Slc7a8/Slc35c1/Atp2b1/Atp6v1d/Slc25a10/Slc8a1/Abcd3/Slc16a13/Atp6v1c1/Slc16a5/Abca2/Cyb561d2/Slc25a11/Atp6v0e/Ralbp1/Atp2a1/Slc8a3","cGASKOvsWT"
"GO:0042562","GO:0042562","hormone binding",54,0.379920797527478,1.34789093589954,0.0470127442222514,0.279699416468339,0.243543252150753,1560,"tags=26%, list=10%, signal=23%","Mchr1/Ednrb/Atp1a2/Vipr1/Cmklr1/Ebi3/Glp2r/Slc40a1/Aldh1a3/Sult2b1/Galr2/Hk3/Pik3r1/Esr1","cGASKOvsWT"
"GO:0004519","GO:0004519","endonuclease activity",106,0.315552781599326,1.27511843885005,0.0467522709605824,0.279699416468339,0.243543252150753,2167,"tags=17%, list=14%, signal=15%","Ear1/Ear2/Zc3h12d/Rnasel/Pgbd5/Nod2/Dnase1l1/Setmar/Rnase4/Dclre1c/Rnaset2b/Xrcc4/Dnase2a/Mblac1/Slfn8/Rnaset2a/Ang/Ankle1","cGASKOvsWT"
"GO:0003678","GO:0003678","DNA helicase activity",68,-0.413999127181023,-1.39024076851406,0.0474137931034483,0.280509535734926,0.244248648977481,5782,"tags=51%, list=38%, signal=32%","Chd3/Twnk/Chd8/Mre11a/G3bp1/Ascc3/Rad54l2/Ercc2/Anxa1/Ruvbl2/Upf1/Chtf18/Dhx36/Supv3l1/Ruvbl1/Wrnip1/Polq/Rfc4/Blm/Gtf2f2/Chd7/Pif1/Nav2/Ighmbp2/Xrcc6/Xrcc5/Chd2/Rtel1/Ddx11/Chd1/Mcm8/Helq/Recql4/Dqx1/Chd5","cGASKOvsWT"
"GO:0008525","GO:0008525","phosphatidylcholine transporter activity",18,0.539374362777992,1.52865626418062,0.0482172767661333,0.282607562208248,0.246075467913548,2184,"tags=44%, list=14%, signal=38%","Abca1/Pltp/Pctp/Scp2/Abcb4/Abca3/Abcb1a/Abca7","cGASKOvsWT"
"GO:0004857","GO:0004857","enzyme inhibitor activity",264,0.26869826849544,1.22768381802576,0.0483021423604276,0.282607562208248,0.246075467913548,1735,"tags=19%, list=11%, signal=17%","Ptn/Serpina3n/Tnfsf14/Wfdc18/Cd55/Apoc2/Apoc2l/A2m/Pi16/Gas6/Serpinb8/Pkib/Apoa2/Col28a1/Serpinb1c/Serpinb1a/Apoc1/Rhoh/C5ar1/Serpina3g/Rps6ka1/Rgs2/Hexim2/Myoz1/Agt/Arrb1/Serpina3c/Renbp/Itih4/Adgrv1/Wfdc17/Serpina3i/Naip5/Tnfaip8/Ctla2b/Naip1/Lilrb4b/Naip2/Cst7/2810408A11Rik/Birc3/Notch1/Lrp6/Serpinb9/Parp9/Serpina3f/Rps6ka3/Serping1/Dtx3l/C3/Dffa","cGASKOvsWT"
"GO:0016408","GO:0016408","C-acyltransferase activity",15,0.586599485078379,1.56514244048866,0.0499938822975034,0.284788875972171,0.247974807764645,2308,"tags=40%, list=15%, signal=34%","Acat2/Sptssa/Gcat/Scp2/Acaa1b/Slc27a3","cGASKOvsWT"
"GO:0004953","GO:0004953","icosanoid receptor activity",14,0.588878635671396,1.53820175487375,0.0508263433038151,0.284788875972171,0.247974807764645,2331,"tags=50%, list=15%, signal=42%","Cysltr1/Cysltr2/Ptger4/Ptgfr/Ptger1/Tbxa2r/Ltb4r1","cGASKOvsWT"
"GO:0016832","GO:0016832","aldehyde-lyase activity",11,0.617492494683509,1.52383865306988,0.0502309476089169,0.284788875972171,0.247974807764645,2076,"tags=55%, list=14%, signal=47%","Aldoc/Tha1/Hoga1/Hacl1/Sgpl1/Dera","cGASKOvsWT"
"GO:0048027","GO:0048027","mRNA 5'-UTR binding",28,-0.523967404255489,-1.47661557014174,0.0507936507936508,0.284788875972171,0.247974807764645,5123,"tags=75%, list=34%, signal=50%","Rps7/Rps14/Dhx36/Rps13/Rpl41/Cct5/Igf2bp3/Rpl26/Syncrip/Rps3a1/Celf1/Rpl5/Larp1/Shmt1/Igf2bp2/Rsl1d1/Ncl/Shmt2/Igf2bp1/Gnl3/Myh10","cGASKOvsWT"
"GO:0071949","GO:0071949","FAD binding",34,0.437034063129613,1.41772266526155,0.0502564410561023,0.284788875972171,0.247974807764645,1221,"tags=21%, list=8%, signal=19%","Kmo/Steap4/Sqle/Aox3/Dhcr24/Acox3/Nqo2","cGASKOvsWT"
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity",75,0.341107189219221,1.31311878053989,0.0497996462371093,0.284788875972171,0.247974807764645,1510,"tags=23%, list=10%, signal=21%","Mpped2/Pld4/Enpp6/Pde7b/Ccr1/Plcg2/Enpp2/Plcl2/Enpp1/Gpcpd1/Gdpd2/Cnp/Plch2/Pld3/Plcb2/Smpdl3a/Pld2","cGASKOvsWT"
"GO:0016298","GO:0016298","lipase activity",83,0.336404932768599,1.31249367811655,0.0501158956560634,0.284788875972171,0.247974807764645,2325,"tags=29%, list=15%, signal=25%","Pgap6/Pld4/Lipc/Pnpla7/Abhd16b/Ccr1/Plcg2/Enpp2/Plcl2/Pla2g7/Plch2/Lipe/Pld3/Plcb2/Aspg/Smpdl3a/Pld2/Pla2g15/Gdpd1/Ddhd1/Daglb/Abhd12/Lypla2/Liph","cGASKOvsWT"
"GO:0001216","GO:0001216","DNA-binding transcription activator activity",362,-0.306192321592736,-1.24098363134329,0.0505287896592244,0.284788875972171,0.247974807764645,2823,"tags=22%, list=19%, signal=19%","Atf4/Gli2/Csrnp2/Pbx1/Hoxa5/Ets1/Twist1/Zfp948/Hmga1/Gata2/Sox12/Hsf4/Hsf2/Srf/Foxd2/Fosb/Nr4a1/Prrx2/Plscr2/Six5/Klf9/Creb3l1/Creb3l2/Mybl2/Satb2/Gata4/Hoxb5/Foxf2/Pgr/Phox2a/Ebf4/Zfp750/Pax9/Sox11/Runx2/Onecut2/Plagl1/Stox2/Maff/Zic1/Tead1/Six4/Alx4/Meox2/Csrnp1/Ebf3/Wt1/Msx1/Ddit3/Bhlha15/Fosl1/Dlx2/Foxf1/Klf10/Mybl1/Hoxb2/Mycn/Sp7/Npas4/Foxc2/Hlf/Klf5/Hmga2/Irx3/Hoxa1/Tead4/Gata3/Nr4a3/Tfap2a/Scx/Bnc1/Sox18/Etv4/Mkx/Erg/Sox17/Six2/Tfcp2l1/Lef1/Grhl1/Hoxc13","cGASKOvsWT"
"GO:1990459","GO:1990459","transferrin receptor binding",10,0.641297950906476,1.54747383550746,0.0514429854778759,0.286335815942777,0.249321778008919,2180,"tags=50%, list=14%, signal=43%","Hfe/Snx2/Trf/Rgma/Snx1","cGASKOvsWT"
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",357,-0.304698247441634,-1.23315617424463,0.0516431924882629,0.286335815942777,0.249321778008919,2823,"tags=22%, list=19%, signal=19%","Atf4/Gli2/Csrnp2/Pbx1/Hoxa5/Ets1/Twist1/Zfp948/Hmga1/Gata2/Sox12/Hsf4/Hsf2/Srf/Foxd2/Fosb/Nr4a1/Prrx2/Plscr2/Six5/Klf9/Creb3l1/Creb3l2/Mybl2/Satb2/Gata4/Hoxb5/Foxf2/Pgr/Phox2a/Ebf4/Zfp750/Pax9/Sox11/Runx2/Onecut2/Plagl1/Stox2/Maff/Zic1/Tead1/Six4/Alx4/Meox2/Csrnp1/Ebf3/Wt1/Msx1/Ddit3/Bhlha15/Fosl1/Dlx2/Foxf1/Klf10/Mybl1/Hoxb2/Mycn/Sp7/Npas4/Foxc2/Hlf/Klf5/Hmga2/Irx3/Hoxa1/Tead4/Gata3/Nr4a3/Tfap2a/Scx/Sox18/Etv4/Mkx/Erg/Sox17/Six2/Tfcp2l1/Lef1/Grhl1/Hoxc13","cGASKOvsWT"
"GO:0004032","GO:0004032","alditol:NADP+ 1-oxidoreductase activity",10,0.637808112395786,1.53905273611395,0.0540980713766865,0.293047388446904,0.255165759434907,1715,"tags=50%, list=11%, signal=44%","Akr1c12/Akr1c18/Akr1c13/Akr1a1/Akr1b10","cGASKOvsWT"
"GO:0050321","GO:0050321","tau-protein kinase activity",13,-0.634075038385014,-1.50919304062811,0.0542372881355932,0.293047388446904,0.255165759434907,3410,"tags=38%, list=22%, signal=30%","Mark1/Mark3/Phkg1/Brsk1/Brsk2","cGASKOvsWT"
"GO:0042910","GO:0042910","xenobiotic transmembrane transporter activity",22,0.50430948631149,1.46061249479696,0.0534655189408365,0.293047388446904,0.255165759434907,2918,"tags=45%, list=19%, signal=37%","Abcg3/Abcc3/Slc6a6/Slc36a1/Abcb4/Abca3/Abcb1a/Slc18a1/Abca8a/Ralbp1","cGASKOvsWT"
"GO:0008094","GO:0008094","ATP-dependent activity, acting on DNA",103,-0.37568143583821,-1.33911494288879,0.053133514986376,0.293047388446904,0.255165759434907,6064,"tags=46%, list=40%, signal=28%","Cdk7/Top2b/Rad51c/Msh6/Chd3/Btaf1/Twnk/Chd8/Mre11a/G3bp1/Ascc3/Rad54l2/Ercc2/Anxa1/Ruvbl2/Upf1/Chtf18/Dhx36/Supv3l1/Ruvbl1/Smarca5/Wrnip1/Polq/Rfc4/Blm/Gtf2f2/Chd7/Pif1/Nav2/Ddx1/Ighmbp2/Xrcc6/Xrcc5/Chd2/Rtel1/Ddx11/Chd1/Xrcc2/Hells/Ercc6/Mcm8/Helq/Xrcc3/Recql4/Dqx1/Top6bl/Chd5","cGASKOvsWT"
"GO:0043021","GO:0043021","ribonucleoprotein complex binding",156,-0.345272554654967,-1.29195720361051,0.053735255570118,0.293047388446904,0.255165759434907,5984,"tags=52%, list=39%, signal=32%","Pttg1/Nvl/Letm2/Cbx5/Eif4b/Ezh2/Cpsf6/Bop1/Prmt7/Sbds/Rpn2/Eef2/Eif6/Sec61b/Prpf6/Snd1/Eif5a/Snrnp70/Csnk2a1/Rplp1/Ung/Dhx29/Rpl35/Dnajc1/Sec61g/Nme1/Gemin4/Eif2s1/Srp54a/Srp72/Serbp1/Naa15/Strap/Mtres1/Oxa1l/Timm50/Sec61a1/Nemf/Gtpbp6/Eif3c/Prmt3/Ptcd3/Impact/Gcn1/Naa16/Hspa5/Rack1/Rpsa/Srp19/Eif1/Larp1/Guf1/Rictor/Shfl/Ighmbp2/Hnrnpc/Malsu1/Snrpd2/Maip1/Dnajc2/Naa10/Prmt1/Prmt5/Zfp598/Srp68/Eif5a2/Srpra/Mdm2/Dhx33/Nomo1/Gemin5/C1qbp/Npm1/Nmd3/Nolc1/Abce1/Nopchap1/Sec61a2/Xist/Ybx3/Derl3","cGASKOvsWT"
"GO:0005548","GO:0005548","phospholipid transporter activity",52,0.388025404612332,1.36295271266306,0.0552947720286817,0.297244485169411,0.258820306156159,2395,"tags=29%, list=16%, signal=24%","Atp8a1/Abca1/Pltp/Abca4/Plscr4/Pctp/Scp2/Gltp/Abcb4/Abca3/Pitpnc1/Abcb1a/Abca7/Cert1/Atp11c","cGASKOvsWT"
"GO:0004620","GO:0004620","phospholipase activity",73,0.3384812724946,1.28853439255648,0.0560855580438007,0.299972757416086,0.261195900299678,2325,"tags=30%, list=15%, signal=26%","Pgap6/Pld4/Lipc/Pnpla7/Abhd16b/Ccr1/Plcg2/Enpp2/Plcl2/Pla2g7/Plch2/Pld3/Plcb2/Aspg/Smpdl3a/Pld2/Pla2g15/Gdpd1/Ddhd1/Abhd12/Lypla2/Liph","cGASKOvsWT"
"GO:0001758","GO:0001758","retinal dehydrogenase activity",11,0.60440183428983,1.49153371904421,0.0576036866359447,0.306544241947062,0.266917902634687,2281,"tags=55%, list=15%, signal=46%","Akr1c12/Akr1c18/Aldh1a3/Akr1c13/Akr1b10/Dhrs4","cGASKOvsWT"
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity",12,0.60100326553549,1.49647433503587,0.0594971648690619,0.311707309132673,0.271413550817774,2896,"tags=58%, list=19%, signal=47%","Atp6v0d1/Atp6v1a/Atp6v1g1/Atp6v1e1/Atp6v1f/Atp6v1c1/Atp6v0e","cGASKOvsWT"
"GO:0044769","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",12,0.60100326553549,1.49647433503587,0.0594971648690619,0.311707309132673,0.271413550817774,2896,"tags=58%, list=19%, signal=47%","Atp6v0d1/Atp6v1a/Atp6v1g1/Atp6v1e1/Atp6v1f/Atp6v1c1/Atp6v0e","cGASKOvsWT"
"GO:0046961","GO:0046961","proton-transporting ATPase activity, rotational mechanism",12,0.60100326553549,1.49647433503587,0.0594971648690619,0.311707309132673,0.271413550817774,2896,"tags=58%, list=19%, signal=47%","Atp6v0d1/Atp6v1a/Atp6v1g1/Atp6v1e1/Atp6v1f/Atp6v1c1/Atp6v0e","cGASKOvsWT"
"GO:0019840","GO:0019840","isoprenoid binding",19,-0.568817060623456,-1.46715053170644,0.0599001663893511,0.311707309132673,0.271413550817774,296,"tags=26%, list=2%, signal=26%","Rabggtb/Stra6/Crabp2/Crabp1/Cyp26b1","cGASKOvsWT"
"GO:0030145","GO:0030145","manganese ion binding",55,0.389488783472236,1.39305386491179,0.0600456006261239,0.311707309132673,0.271413550817774,4079,"tags=40%, list=27%, signal=29%","Mpped2/Idi1/Xylt2/Galnt4/Glul/Adcy2/Pepd/Arg2/Sod2/Mgat5/Hmgcl/Nudt7/Mgat1/Fen1/Wrn/Npepl1/Galnt1/Galnt3/Adprm/Nudt16/Gyg1/Exd2","cGASKOvsWT"
"GO:0030297","GO:0030297","transmembrane receptor protein tyrosine kinase activator activity",11,-0.660305228012135,-1.5020466335214,0.0616197183098592,0.31831844726898,0.277170080818673,2273,"tags=64%, list=15%, signal=54%","Egf/Angpt4/Btc/Tgfa/Ereg/Hbegf/Ngf","cGASKOvsWT"
"GO:0033130","GO:0033130","acetylcholine receptor binding",14,0.574960014036619,1.50184511544561,0.0621999020374955,0.319755807076251,0.278421636100388,773,"tags=29%, list=5%, signal=27%","Rapsn/Ly6c1/Ly6c2/Ly6a","cGASKOvsWT"
"GO:0008474","GO:0008474","palmitoyl-(protein) hydrolase activity",13,0.571258281289418,1.44759336782124,0.0631067961165049,0.32129854368932,0.279764946346449,4701,"tags=62%, list=31%, signal=43%","Abhd16b/Abhd12/Ppt1/Lypla2/Lypla1/Abhd16a/Abhd10/Ppt2","cGASKOvsWT"
"GO:0098599","GO:0098599","palmitoyl hydrolase activity",13,0.571258281289418,1.44759336782124,0.0631067961165049,0.32129854368932,0.279764946346449,4701,"tags=62%, list=31%, signal=43%","Abhd16b/Abhd12/Ppt1/Lypla2/Lypla1/Abhd16a/Abhd10/Ppt2","cGASKOvsWT"
"GO:0001972","GO:0001972","retinoic acid binding",10,-0.677940301953844,-1.49663801508715,0.063752276867031,0.323031871780793,0.281274210705208,103,"tags=30%, list=1%, signal=30%","Crabp2/Crabp1/Cyp26b1","cGASKOvsWT"
"GO:0005048","GO:0005048","signal sequence binding",43,-0.454477534633736,-1.39990632851867,0.0652503793626707,0.329048341643182,0.286512943968419,5304,"tags=56%, list=35%, signal=36%","Kdelr1/Srp54c/Kpna3/Tnpo2/Nup153/Kpna2/Srp54a/Sec61a1/Kpna1/Kpnb1/Ipo5/Gm49336/Tomm20/Ipo4/Srp68/Pom121/Kpna4/Kdelr2/Srp54b/Nolc1/Pex5l/Sec61a2/Kdelr3/Cabp1","cGASKOvsWT"
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity",80,-0.389302266904078,-1.33179917254267,0.0667634252539913,0.335082783620743,0.291767326128692,1999,"tags=24%, list=13%, signal=21%","Lrrc8e/Slc25a30/Ano1/Best1/Slc4a3/Slc4a8/Slc12a8/Gabre/Ano7/Gabrq/Apol10b/Best3/Apol9a/Slc1a1/Slc17a7/Gabrb1/Slc26a7/Gabra4/Clic5","cGASKOvsWT"
"GO:0004467","GO:0004467","long-chain fatty acid-CoA ligase activity",10,0.604593314405905,1.45890429533326,0.0684326710816777,0.340235674532848,0.296254113504075,3851,"tags=70%, list=25%, signal=52%","Acsbg3/Acsl3/Slc27a1/Slc27a6/Slc27a3/Acsl5/Slc27a4","cGASKOvsWT"
"GO:0120015","GO:0120015","sterol transfer activity",18,0.510966857409021,1.4481457430495,0.0681818181818182,0.340235674532848,0.296254113504075,1780,"tags=39%, list=12%, signal=34%","Apoe/Stard4/Abca1/Apoa2/Pltp/Scp2/Gramd1b","cGASKOvsWT"
"GO:0042887","GO:0042887","amide transmembrane transporter activity",25,0.471673583724535,1.41369635700946,0.069060773480663,0.340410385926295,0.296406240317513,1812,"tags=32%, list=12%, signal=28%","Slc15a2/Slc13a3/Slc14a1/Aqp9/Abcd1/Slc27a1/Slc15a3/Slc38a7","cGASKOvsWT"
"GO:0015248","GO:0015248","sterol transporter activity",28,0.450160127693753,1.40332275065129,0.0691107015808814,0.340410385926295,0.296406240317513,1871,"tags=36%, list=12%, signal=31%","Apoe/Stard4/Abca1/Apoa2/Pltp/Osbpl11/Osbpl8/Scp2/Gramd1b/Osbpl1a","cGASKOvsWT"
"GO:0042610","GO:0042610","CD8 receptor binding",14,-0.612124428377601,-1.4677496720545,0.0708117443868739,0.345735129773101,0.301042665554631,82,"tags=36%, list=1%, signal=36%","H2-Q4/H2-Q10/Lck/H2-Q7/H2-Q6","cGASKOvsWT"
"GO:0050997","GO:0050997","quaternary ammonium group binding",27,0.453071734394489,1.39445416281567,0.0708446866485014,0.345735129773101,0.301042665554631,2232,"tags=30%, list=15%, signal=25%","Abca1/Apoa2/Pltp/Pctp/Pcyt1b/Esyt1/Hacl1/Pcyt1a","cGASKOvsWT"
"GO:0005243","GO:0005243","gap junction channel activity",11,-0.645611989948224,-1.46862280491434,0.0721830985915493,0.350650923891976,0.305323005148224,2199,"tags=64%, list=14%, signal=54%","Gjb5/Gjb4/Gja4/Gja1/Gjb2/Gjb3/Gja3","cGASKOvsWT"
"GO:0004653","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity",15,0.533868820793771,1.42444848714165,0.0728155339805825,0.352107993084187,0.306591722023505,3827,"tags=60%, list=25%, signal=45%","Galnt6/Galnt15/Galnt13/Galnt4/Galnt12/Galnt7/Galnt11/Galnt1/Galnt3","cGASKOvsWT"
"GO:0048019","GO:0048019","receptor antagonist activity",10,-0.671330632584946,-1.48204634320079,0.0765027322404372,0.352245188880969,0.306711182803766,3735,"tags=70%, list=25%, signal=53%","Adh7/Dkk3/Il1rn/Dkk2/Wfikkn1/Angpt2/Ccl5","cGASKOvsWT"
"GO:0017081","GO:0017081","chloride channel regulator activity",10,-0.670399893045394,-1.47999161924792,0.0765027322404372,0.352245188880969,0.306711182803766,418,"tags=40%, list=3%, signal=39%","Wnk3/Wnk4/Stx1a/Wnk2","cGASKOvsWT"
"GO:0004745","GO:0004745","NAD-retinol dehydrogenase activity",11,0.587902567474497,1.45081707756761,0.076036866359447,0.352245188880969,0.306711182803766,884,"tags=36%, list=6%, signal=34%","Akr1c12/Adh1/Akr1c18/Akr1c13","cGASKOvsWT"
"GO:0016709","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",25,0.465729050488352,1.39587944872777,0.074585635359116,0.352245188880969,0.306711182803766,884,"tags=40%, list=6%, signal=38%","Kmo/Akr1c12/Fmo5/Sqle/Cyp27a1/Nos1/Msmo1/Cyp51/Akr1c18/Akr1c13","cGASKOvsWT"
"GO:0140326","GO:0140326","ATPase-coupled intramembrane lipid transporter activity",24,0.465449232590355,1.38691078924239,0.0752688172043011,0.352245188880969,0.306711182803766,2790,"tags=42%, list=18%, signal=34%","Atp8a1/Abca1/Abca4/Atp8b4/Abcb4/Abca3/Abcb1a/Abca7/Atp11c/Abca2","cGASKOvsWT"
"GO:0004812","GO:0004812","aminoacyl-tRNA ligase activity",41,-0.452442750200708,-1.38084577471782,0.0741885625965997,0.352245188880969,0.306711182803766,5225,"tags=51%, list=34%, signal=34%","Nars2/Farsa/Wars1/Ears2/Lars1/Aarsd1/Rars1/Sars1/Iars1/Nars1/Kars1/Vars1/Aars1/Eprs1/Yars1/Mars1/Mars2/Gars1/Yars2/Cars1/Tars1","cGASKOvsWT"
"GO:0016875","GO:0016875","ligase activity, forming carbon-oxygen bonds",41,-0.452442750200708,-1.38084577471782,0.0741885625965997,0.352245188880969,0.306711182803766,5225,"tags=51%, list=34%, signal=34%","Nars2/Farsa/Wars1/Ears2/Lars1/Aarsd1/Rars1/Sars1/Iars1/Nars1/Kars1/Vars1/Aars1/Eprs1/Yars1/Mars1/Mars2/Gars1/Yars2/Cars1/Tars1","cGASKOvsWT"
"GO:0004714","GO:0004714","transmembrane receptor protein tyrosine kinase activity",45,-0.440651566139745,-1.37358107305378,0.0739644970414201,0.352245188880969,0.306711182803766,548,"tags=20%, list=4%, signal=19%","Met/Kit/Epha2/Ntrk2/Nrg2/Tie1/Musk/Fgfr3/Fgfr4","cGASKOvsWT"
