"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"GO:0031252","GO:0031252","cell leading edge",362,-0.327668213947191,-1.3262118928648,0.0170604597562913,0.114002137623816,0.0956661294745305,3534,"tags=32%, list=23%, signal=25%","Ank1/Pabpc1/Sgce/Mpp2/Dbn1/Rps3/Pdpn/Ptprm/Lmo4/Arf4/Ndel1/Synj2/Carmil1/Sh3yl1/Gbf1/Sra1/Cadm4/Kitl/Wasf1/Parva/Cdh2/Dlc1/Atf4/Kcnc3/Raph1/Pkn2/Pdxp/Ripor2/Myo6/Kif18a/Hsp90aa1/Itgav/Myo10/Myh9/Amot/Itga8/Gper1/Spef1l/Cacng8/Fscn1/Fat1/Prkcz/Ston1/Adgre5/Ldb2/Ssx2ip/Wasl/Itgb3/Nckap1/Src/Mapt/Amotl1/Mtss2/Plekhg5/Bcar1/Adora2a/Slc39a6/Ptk2/Dst/Dpysl3/Arhgap44/Fgd1/Sh3rf1/Palld/Dysf/Ptpn13/Phldb2/Avil/Myo1d/Gabbr1/Mcf2l/Hip1r/Kank1/Enah/Myh10/Ajuba/Actn1/Robo2/Gabre/Duox1/Cdc42bpa/Mapk8ip3/Mylk/Cspg4/Ablim3/Spata13/Ezr/Eps8l2/Rapgef3/Syne2/Itgb4/Dpp4/Ptprk/Tpm1/Pdlim7/Aif1l/Dmd/Shisa6/Itga5/Vil1/Epha2/Cdh1/Wwc1/Sntg1/Map2/Tnfrsf12a/Akap5/Hcn1/Cobl/Pecam1/Gabra4/Podxl/Ptprz1/Psd2/Adora1/Stmn2","cGASKOvsWT"
"GO:0045177","GO:0045177","apical part of cell",329,-0.32436233265611,-1.30755962667837,0.0169648499426833,0.114002137623816,0.0956661294745305,2281,"tags=24%, list=15%, signal=21%","Acp3/Spef1l/Slc25a27/Emp2/Fat1/Lzts1/Prkcz/Abcc1/Prkab2/Itgb3/Slc22a21/Amotl1/Ano1/Atp7b/Ptk2/Cacnb3/Cav1/Reep6/BC034090/Cubn/Plpp1/Shroom4/Slc7a1/Slc39a4/Slc6a9/Stk26/Hip1r/Stk39/Slc7a5/Kcnk2/Vash1/Atp1b1/Tnik/Gja1/Slc38a3/Nos3/Jag1/Aqp5/Ezr/Dll1/Rapgef3/Rab27b/Shroom3/Slc7a11/Dpp4/Sptbn2/Cdh23/F2rl2/Tchp/Shroom1/Lmo7/Enpep/Crb2/Folr1/Fzd6/Igfbp2/Cdh1/Prkaa2/Ocln/Pard6b/Atp6v1b1/Adgrf5/Slc22a4/Rapgef4/Car2/Slc1a1/Ager/Myo5b/Myo7b/Shroom2/Pappa2/Lrp2/Podxl/Cybrd1/Gpihbp1/Adcy8/Epb41l4b/Slc34a2","cGASKOvsWT"
"GO:0042734","GO:0042734","presynaptic membrane",88,-0.418484743911174,-1.46113572077535,0.0172544384943033,0.114230773365063,0.0958579916350182,3251,"tags=41%, list=21%, signal=32%","Kcna1/Slc1a7/Unc13b/Pick1/Slc1a6/Cdh2/Dlg1/Prrt2/Cacna1h/Ptprd/Rims3/Septin3/Gper1/Efnb3/Stx19/Adora2a/Pde2a/Gabbr1/Slc4a8/Fxyd6/Erc2/Nectin1/Fosl1/Unc13c/Ache/Lpar2/Stx1a/Pcdh17/Nrxn2/Snph/Htr1b/Adcy8/Syt7/Snap91/Adora1/Rims2","cGASKOvsWT"
"GO:0031902","GO:0031902","late endosome membrane",75,0.389828366265458,1.49235544240712,0.0182318499876494,0.119594245331829,0.100358807271465,2962,"tags=40%, list=19%, signal=32%","Atp13a2/Marchf1/Cd68/Ifitm2/Slc38a9/Pld3/Rnf13/Wdr91/Wdr81/Litaf/Rab7/Lamp1/Sppl2a/Lamtor4/Lamtor1/Chmp1b/Lamtor2/Vamp8/Vti1a/Slc39a14/Pikfyve/Lamp2/Vps39/Marchf8/Pip4p1/Stard3/Stx7/Lamtor3/Mr1/Rmc1","cGASKOvsWT"
"GO:0099503","GO:0099503","secretory vesicle",395,-0.313643758083597,-1.2817716581858,0.0184697748091264,0.120053536259322,0.100744226231599,1973,"tags=20%, list=13%, signal=18%","Dlg4/Pla2g4a/Prss57/Stx19/Skil/Sparc/Itpr1/Dpysl3/Sytl2/Serpini1/Cav1/Slc6a17/Serpine2/Slc6a9/Dnajb3/Edn1/Brsk1/Gabbr1/Fstl4/Cd46/Slc4a8/Vegfa/Cttnbp2/Actn1/Abcc9/Bicd1/Wfs1/Ptprn/Ly6k/Syt17/Syn3/Bdnf/Cyb561/Sv2a/Pcsk4/Unc13c/Napsa/Klk8/Spaca6/Rab27b/Ccl28/Treml1/Sytl5/Cabp1/Syt9/Acrbp/Sptbn2/Rab3b/Syt12/Dmd/Ntf5/Sytl1/Sftpc/Mmrn1/Tgfb3/Nkd2/Tgfb2/Rab3ip/Kit/Klk10/Syn2/Mylk2/Stx1a/Cxadr/Syt2/Ngf/Ddc/Serpine1/Slc17a7/Synpr/Lamp3/Septin4/Ntf3/Klk9/Syt7/Sh3gl3/Snap91/Sftpb/Vgf","cGASKOvsWT"
"GO:0043195","GO:0043195","terminal bouton",56,-0.461697604793515,-1.48218891774876,0.0187286207990528,0.120639314156061,0.101235788102988,1497,"tags=30%, list=10%, signal=27%","Prss12/Slc4a8/Erc2/Opn1sw/Prnp/Calb2/Bdnf/Unc13c/Rapgef3/Cplx2/Mylk2/Ntrk2/Hcn4/Drd4/Cck/Adora1/Tnn","cGASKOvsWT"
"GO:0016324","GO:0016324","apical plasma membrane",246,-0.34062484842695,-1.33655303564854,0.0192131538818214,0.122655402013413,0.102927610081186,2249,"tags=25%, list=15%, signal=22%","Spef1l/Emp2/Fat1/Lzts1/Prkcz/Abcc1/Prkab2/Itgb3/Slc22a21/Amotl1/Ano1/Ptk2/Cacnb3/Cav1/BC034090/Cubn/Plpp1/Shroom4/Slc7a1/Slc39a4/Slc6a9/Stk26/Hip1r/Stk39/Slc7a5/Kcnk2/Atp1b1/Tnik/Gja1/Slc38a3/Jag1/Aqp5/Ezr/Dll1/Rab27b/Shroom3/Dpp4/Sptbn2/F2rl2/Shroom1/Lmo7/Enpep/Crb2/Folr1/Fzd6/Igfbp2/Prkaa2/Ocln/Pard6b/Atp6v1b1/Slc22a4/Rapgef4/Slc1a1/Ager/Shroom2/Pappa2/Lrp2/Podxl/Cybrd1/Gpihbp1/Adcy8/Slc34a2","cGASKOvsWT"
"GO:0031527","GO:0031527","filopodium membrane",14,-0.657232013180391,-1.56254833980701,0.0199225986836914,0.124953140867012,0.104855782545744,2530,"tags=50%, list=17%, signal=42%","Itgav/Utrn/Itgb3/Syne2/Dmd/Akap5/Itga3","cGASKOvsWT"
"GO:0046658","GO:0046658","anchored component of plasma membrane",42,-0.50493788341078,-1.53579214385343,0.0198482058889641,0.124953140867012,0.104855782545744,2080,"tags=40%, list=14%, signal=35%","Nrn1/Ulbp1/Prn/Gpc4/Gpc1/Mdga1/Gpc2/Tnfrsf23/Efna5/Rtn4r/Rtbdn/Efna1/Gpc3/Prnd/Folr1/Cd24a/Gpihbp1","cGASKOvsWT"
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex",44,0.424283655045804,1.44134754937606,0.0205451945248839,0.127737513785147,0.107192319260264,3498,"tags=43%, list=23%, signal=33%","Atp6v0a1/Atp6v0c/Atp6v0d1/Atp6v1a/Atp6v1g1/Ccdc115/Atp6v1b2/Atp6ap2/Atp6ap1/Atp6v1e1/Atp6v1f/Atp6v0b/Atp6v1d/Atp6v0d2/Atp6v1c1/Atp6v0e/Dmac2l/Tcirg1/Atp5me","cGASKOvsWT"
"GO:0030673","GO:0030673","axolemma",16,-0.642472809542181,-1.58304775576407,0.0208610875236974,0.128583427408997,0.107902176846711,1982,"tags=50%, list=13%, signal=44%","Kcnc3/Mapt/Adora2a/Myo1d/Gabbr1/Robo2/Mapk8ip3/Adora1","cGASKOvsWT"
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse",22,-0.577014070968414,-1.51744078096362,0.0218485833612734,0.133519120541115,0.1120440172373,3390,"tags=55%, list=22%, signal=42%","Nectin3/Unc13b/Prkar1b/Ptprd/Gper1/P2rx3/Efnb3/Nectin1/Syt9/Syt12/Rapgef4/Adcy8","cGASKOvsWT"
"GO:0005697","GO:0005697","telomerase holoenzyme complex",22,-0.576375100817283,-1.51576040709766,0.0220954573975027,0.13388349185775,0.112349783377133,3570,"tags=55%, list=23%, signal=42%","Ptges3/Nat10/Hnrnpc/Smg7/Nhp2/Gnl3l/Terc/Smg5/Tert/Lsm11/Gar1/Dkc1","cGASKOvsWT"
"GO:0001772","GO:0001772","immunological synapse",35,0.484553057490407,1.56922067877996,0.0225466527890074,0.13546938440454,0.113680602297516,2552,"tags=43%, list=17%, signal=36%","Havcr2/Cd28/Lgals3/Vav3/Rhoh/Ptprj/Coro1a/Alcam/Cracr2a/Socs6/Cd37/Cd53/Dusp3/Icam1/Atp2b1","cGASKOvsWT"
"GO:0032398","GO:0032398","MHC class Ib protein complex",12,-0.67314823156976,-1.5259310175,0.0238707679437355,0.142229992331424,0.119353839718678,82,"tags=33%, list=1%, signal=33%","H2-Q4/H2-Q10/H2-Q7/H2-Q6","cGASKOvsWT"
"GO:0098802","GO:0098802","plasma membrane signaling receptor complex",130,0.314373422128852,1.31367397209038,0.0244855453133658,0.144687313215343,0.121415927173715,2124,"tags=28%, list=14%, signal=24%","Grin2a/Traf1/Hfe/Tlr1/Tlr2/Tspan32/Ticam2/Ptpn6/Itgbl1/Cd79b/Tlr6/Itgb2/Itga6/Syk/Lyn/Erbb3/Tgfbr2/Il6ra/Itgam/Csf2rb/Itga4/Csf2ra/Csf2rb2/Sdcbp/Stxbp5/Alcam/Trf/Tgfb1/Ramp3/Pmp22/Acvr1b/Emilin1/Eps8/Abhd12/Shisa9/Il6st","cGASKOvsWT"
"GO:0090665","GO:0090665","glycoprotein complex",18,-0.619286000468931,-1.5666823503557,0.0253450115036793,0.148538387091235,0.124647597559079,3516,"tags=56%, list=23%, signal=43%","Sspn/Sgcd/Sgce/Utrn/Snta1/Dtna/Krt19/Dmd/Sntg1/Krt8","cGASKOvsWT"
"GO:0016471","GO:0016471","vacuolar proton-transporting V-type ATPase complex",20,0.550505562916815,1.56573991444399,0.0265248422606799,0.154189123710456,0.129389474442341,2773,"tags=65%, list=18%, signal=53%","Atp6v0a1/Atp6v0c/Atp6v0d1/Atp6v1a/Atp6v1g1/Ccdc115/Atp6v1b2/Atp6ap2/Atp6v1e1/Atp6v1f/Atp6v0b/Atp6v0d2/Atp6v1c1","cGASKOvsWT"
"GO:0031672","GO:0031672","A band",27,-0.548924833161921,-1.49711720531342,0.027004120297727,0.155709242039313,0.130665098214808,4673,"tags=67%, list=31%, signal=46%","Myl4/Hdac4/Obscn/Rpl17/Rpl6/Ppp1r12a/Rpl7/Rpl15/Ank1/Rpl4/Fhl2/Dst/Ppp1r12b/Cryab/Myom1/Hspb1/Myom2/Myl7","cGASKOvsWT"
"GO:0042383","GO:0042383","sarcolemma",134,-0.376485074314565,-1.38472676929833,0.0279761276259965,0.1600234500207,0.134285412604783,2923,"tags=42%, list=19%, signal=34%","Cacna2d1/Aqp1/Igf1r/Bgn/Acp1/Cacna1c/Ank1/Sspn/Sgcd/Prkce/Nos1ap/Cdh2/Cib2/Dlg1/Ankrd39/Slc2a5/Cacna1h/Cacnb1/Slc8a2/Adcy6/Vcl/Agrn/Flnc/Utrn/Cacng8/Prkar2a/Stbd1/Sync/Vdr/Ptk2/Dst/Cacnb3/Snta1/Cav1/Popdc2/Dysf/Dtna/Atp1b1/Abcc9/Adcy5/Nos3/Adra1b/Ezr/Synm/Chrm4/Krt19/Cacnb2/Dmd/Des/Tgfb3/Kcnj8/Ryr3/Itga7/Trim72/Akap6/Krt8","cGASKOvsWT"
"GO:0042612","GO:0042612","MHC class I protein complex",14,-0.642173752256809,-1.52674780037093,0.0284576763996564,0.16148602083932,0.135512744760268,82,"tags=29%, list=1%, signal=28%","H2-Q4/H2-Q10/H2-Q7/H2-Q6","cGASKOvsWT"
"GO:0030123","GO:0030123","AP-3 adaptor complex",10,0.681900216126711,1.59354646417495,0.0317182113715799,0.177312183364876,0.14879344058591,4792,"tags=90%, list=32%, signal=62%","Vps33a/Vps18/Vps11/Vps39/Ap3d1/Ap3b1/Vps41/Ap3s1/Vps16","cGASKOvsWT"
"GO:0098644","GO:0098644","complex of collagen trimers",18,-0.610884264910537,-1.54542746844052,0.0317426006583274,0.177312183364876,0.14879344058591,2682,"tags=67%, list=18%, signal=55%","Col1a2/Col1a1/Col4a6/Col5a2/Col4a2/Col27a1/Col4a1/Col2a1/Col4a3/Col10a1/Col11a1/Col4a4","cGASKOvsWT"
"GO:0005766","GO:0005766","primary lysosome",11,0.643434453174254,1.53885819566747,0.0323722286477547,0.178047257562651,0.14941028606656,3259,"tags=82%, list=21%, signal=64%","Nos1/Hexa/Snap23/Anxa11/Vamp8/Hexb/Prtn3/Stx7/Stxbp2","cGASKOvsWT"
"GO:0042582","GO:0042582","azurophil granule",11,0.643434453174254,1.53885819566747,0.0323722286477547,0.178047257562651,0.14941028606656,3259,"tags=82%, list=21%, signal=64%","Nos1/Hexa/Snap23/Anxa11/Vamp8/Hexb/Prtn3/Stx7/Stxbp2","cGASKOvsWT"
"GO:0043235","GO:0043235","receptor complex",297,0.264524475790222,1.21806928003278,0.0332540405601307,0.181501061072469,0.152308582718156,2138,"tags=26%, list=14%, signal=23%","Grin2a/Ntrk1/Csf3r/Gfra1/Plxnb3/Cr2/Vipr1/Ntrk3/Gfra2/Traf1/Hfe/Mertk/Gpr160/Tm7sf2/Tlr1/Impg2/Ebi3/Tlr7/Tlr2/Tspan32/Ticam2/Ptpn6/Plxnd1/Itgbl1/Kctd12/Cd79b/Tlr6/Il2rg/Ldlr/Itgb2/Kctd12b/Itga6/Syk/Tlr4/Plxnc1/Csf1r/Lyn/Adrb2/Erbb3/Tgfbr2/Il6ra/Itgam/Csf2rb/Itga4/Gabrb3/Csf2ra/Csf2rb2/Sdcbp/Kdr/Gfra4/Adgrv1/Stxbp5/Gprc5c/Alcam/Crlf2/Cd200r1/Ahrr/Pdgfra/Notch1/Trf/Cd14/Tgfb1/Il11ra1/Ramp3/Pmp22/Rxra/Epha7/Ror1/Acvr1b/Emilin1/Eps8/Gpr84/Ripk1/Abhd12/Shisa9/Il6st/Il12rb2/Lifr","cGASKOvsWT"
"GO:0030141","GO:0030141","secretory granule",242,-0.333981247703876,-1.30743206953324,0.0373134328358209,0.202114427860696,0.169606512890095,2476,"tags=29%, list=16%, signal=24%","Thbs1/Ncs1/Sytl4/Scnn1a/Exoc3l/Itga1/Tcp1/Ccdc136/Ppbp/Ppfia3/Sod1/Hspd1/Thbs2/Myh9/Gars1/Angptl6/Fstl3/Acp3/Col1a1/Hilpda/Pla2g4a/Prss57/Skil/Sparc/Itpr1/Serpini1/Cav1/Serpine2/Slc6a9/Dnajb3/Edn1/Fstl4/Cd46/Vegfa/Actn1/Abcc9/Wfs1/Ptprn/Ly6k/Bdnf/Cyb561/Pcsk4/Napsa/Klk8/Spaca6/Rab27b/Ccl28/Treml1/Cabp1/Syt9/Acrbp/Rab3b/Dmd/Sftpc/Mmrn1/Tgfb3/Tgfb2/Kit/Klk10/Stx1a/Cxadr/Syt2/Serpine1/Lamp3/Klk9/Syt7/Sh3gl3/Sftpb/Vgf","cGASKOvsWT"
"GO:0031166","GO:0031166","integral component of vacuolar membrane",10,0.668597410159407,1.56245886673553,0.040166323588172,0.214320308698082,0.179849210096293,1242,"tags=40%, list=8%, signal=37%","Slc46a3/Atp13a2/Npc1/Slc38a9","cGASKOvsWT"
"GO:0031310","GO:0031310","intrinsic component of vacuolar membrane",10,0.668597410159407,1.56245886673553,0.040166323588172,0.214320308698082,0.179849210096293,1242,"tags=40%, list=8%, signal=37%","Slc46a3/Atp13a2/Npc1/Slc38a9","cGASKOvsWT"
"GO:0032994","GO:0032994","protein-lipid complex",34,0.4354975453549,1.38941409008248,0.0405894361496918,0.214973680348367,0.18039749399863,1341,"tags=32%, list=9%, signal=30%","Apoc2/Apoc2l/Apoe/Lipc/Apoa2/Hp/Pltp/Apoc1/Ldlr/Pla2g7/Dbi","cGASKOvsWT"
"GO:0031528","GO:0031528","microvillus membrane",18,-0.597506467706069,-1.51158404431821,0.0440457222345468,0.231563907336037,0.194319362799471,2530,"tags=50%, list=17%, signal=42%","Itgav/Adcy6/Itgb3/Cubn/Slc7a5/Ezr/Cd24a/Podxl/Slc34a2","cGASKOvsWT"
"GO:0030008","GO:0030008","TRAPP complex",16,0.568984272977569,1.52006289984402,0.0474579653899093,0.237315875613748,0.199146189326222,5250,"tags=75%, list=35%, signal=49%","Trappc14/Trappc6a/Trappc2b/Trappc1/Trappc3/Trappc12/Trappc9/Trappc2l/Trappc11/Trappc8/Trappc13/Trappc10","cGASKOvsWT"
"GO:0042599","GO:0042599","lamellar body",11,-0.672671939941928,-1.51343456837723,0.045531197301855,0.237315875613748,0.199146189326222,999,"tags=36%, list=7%, signal=34%","Napsa/Sftpc/Lamp3/Sftpb","cGASKOvsWT"
"GO:0005921","GO:0005921","gap junction",20,-0.582034063622774,-1.50095822569251,0.0459016393442623,0.237315875613748,0.199146189326222,2375,"tags=60%, list=16%, signal=51%","Tjp1/Gjb5/Tjp2/Gjb4/Gja4/Ybx3/Gja1/Gjb2/Calb2/Des/Gjb3/Gja3","cGASKOvsWT"
"GO:0033106","GO:0033106","cis-Golgi network membrane",16,-0.605864576968262,-1.4928453696741,0.0462046204620462,0.237315875613748,0.199146189326222,1048,"tags=31%, list=7%, signal=29%","H2-Q4/H2-Q10/Bok/H2-Q7/H2-Q6","cGASKOvsWT"
"GO:0043034","GO:0043034","costamere",18,-0.587839169643721,-1.48712751657749,0.0474631751227496,0.237315875613748,0.199146189326222,2426,"tags=50%, list=16%, signal=42%","Ilk/Fxr1/Sdc4/Vcl/Trpc1/Synm/Krt19/Dmd/Krt8","cGASKOvsWT"
"GO:0034358","GO:0034358","plasma lipoprotein particle",31,0.449562479460207,1.42473171175088,0.0468561501792051,0.237315875613748,0.199146189326222,1012,"tags=32%, list=7%, signal=30%","Apoc2/Apoc2l/Apoe/Lipc/Apoa2/Hp/Pltp/Apoc1/Ldlr/Pla2g7","cGASKOvsWT"
"GO:1990777","GO:1990777","lipoprotein particle",31,0.449562479460207,1.42473171175088,0.0468561501792051,0.237315875613748,0.199146189326222,1012,"tags=32%, list=7%, signal=30%","Apoc2/Apoc2l/Apoe/Lipc/Apoa2/Hp/Pltp/Apoc1/Ldlr/Pla2g7","cGASKOvsWT"
"GO:0097525","GO:0097525","spliceosomal snRNP complex",59,-0.436654102794614,-1.40951736847593,0.0489614243323442,0.243107072205737,0.204005934718101,6927,"tags=66%, list=46%, signal=36%","Sf3a1/Snrpa/Prpf3/Sf3b5/Snrpb/Sf3b1/Txnl4a/Snu13/Snrpd1/Sart3/Ddx39b/U2surp/Sart1/Lsm3/Sf3a3/Prpf6/Snrnp70/Sf3b3/Snrpe/Luc7l2/Ddx23/Prpf4/Lsm5/Rbmx2/Phf5a/Htatsf1/Snrpf/Luc7l3/Luc7l/Lsm7/Lsm8/Snrpd2/Usp39/Snrpg/Prpf40b/Snrpa1/Prpf39/Snrpn/Snurf","cGASKOvsWT"
"GO:0042581","GO:0042581","specific granule",10,0.657870253768575,1.53739035710173,0.0497470386139306,0.245304362820417,0.205849814954196,3586,"tags=70%, list=24%, signal=54%","Adam8/Snap23/Anxa11/Vamp1/Stxbp2/Stxbp3/Stx4a","cGASKOvsWT"
"GO:0005801","GO:0005801","cis-Golgi network",59,-0.436111089079784,-1.40776452278532,0.0504451038575668,0.24536223985143,0.205898383092109,3529,"tags=29%, list=23%, signal=22%","Sec23ip/Fktn/Gbf1/Golga5/Golgb1/Golga2/H2-Q4/Kdelr2/H2-Q10/Map6/Limk2/Kdelr3/Bok/Map6d1/Ccn2/H2-Q7/H2-Q6","cGASKOvsWT"
"GO:0044853","GO:0044853","plasma membrane raft",110,0.314887490687492,1.28171478562613,0.0501461217267845,0.24536223985143,0.205898383092109,1676,"tags=25%, list=11%, signal=22%","Ms4a4a/Atp1a2/Ms4a4c/P2ry12/Ms4a4b/Nos1/Kcnma1/Hck/Sele/Lrp4/Ms4a4d/Ldlr/Itgb2/Cln3/Selplg/Adrb2/Tgfbr2/Itgam/Fxyd1/Lcp2/Lipe/Ctsb/Pld2/Orai1/Lrp6/Asah2/Slc27a1","cGASKOvsWT"
"GO:0030175","GO:0030175","filopodium",83,-0.400015367054192,-1.37630609173874,0.0518207282913165,0.248669937773767,0.208674073656308,2530,"tags=30%, list=17%, signal=25%","Itgav/Myo10/Acp3/Utrn/Spef1l/Fscn1/Fat1/Fxr2/Itgb3/Src/Enah/Dnali1/Spata13/Ezr/Rapgef3/Syne2/Dmd/Nlgn1/Vil1/Cxadr/Map2/Akap5/Itga3/Podxl/Ptprz1","cGASKOvsWT"
"GO:0098791","GO:0098791","Golgi apparatus subcompartment",271,0.262139978892249,1.20245738798273,0.0517874795708505,0.248669937773767,0.208674073656308,3136,"tags=23%, list=21%, signal=19%","Ms4a7/Ms4a6c/Ms4a6b/Bsn/Ms4a6d/Pld4/Bace2/Marchf1/Atp8a1/Slc9a7/Tgfbi/Coro7/Grn/Atp8b4/Ap1b1/Lpcat2/Cln3/Scamp5/Lyz2/Rab7b/Arap1/Cracr2a/Pcsk5/B4galnt3/Rab31/Scamp2/St6gal1/Rab32/Tmem79/Gcnt1/Myo18a/Plpp3/Lyz1/Ift88/Sorl1/Cabp7/Igf2r/Eipr1/Arl5c/Lypla2/Trappc6a/Syt11/Atp11c/Gba1/Lamp2/Gsap/Tmem87a/Ap3d1/Inpp5k/Vps53/Golph3l/H2-D1/Lrba/Mmp24/Ap1g2/Ap3b1/Pld1/Rab14/Vps51/Ccdc91/Pam/Mgat4a/AU040320","cGASKOvsWT"
"GO:1990907","GO:1990907","beta-catenin-TCF complex",13,-0.629187824505827,-1.46757778315569,0.0525423728813559,0.25045197740113,0.210169491525424,1346,"tags=23%, list=9%, signal=21%","Tle1/Tcf7/Lef1","cGASKOvsWT"
"GO:0005685","GO:0005685","U1 snRNP",19,-0.565667791717824,-1.45377579580203,0.053484602917342,0.253254907853639,0.212521600996061,5119,"tags=63%, list=34%, signal=42%","Snrnp70/Snrpe/Luc7l2/Snrpf/Luc7l3/Luc7l/Snrpd2/Snrpg/Prpf40b/Prpf39/Snrpn/Snurf","cGASKOvsWT"
"GO:0001673","GO:0001673","male germ cell nucleus",15,-0.605476154340922,-1.46999232870276,0.0542763157894737,0.253688141923436,0.212885154061625,3299,"tags=40%, list=22%, signal=31%","Rpa1/Mlh1/Trip13/Stag3/Rec8/Morc1","cGASKOvsWT"
"GO:0044291","GO:0044291","cell-cell contact zone",72,-0.409155072596249,-1.37441391162618,0.0542857142857143,0.253688141923436,0.212885154061625,2426,"tags=29%, list=16%, signal=25%","Vcl/Tjp1/Fgfrl1/Tjp2/Ptk2/Dst/Sptbn4/Rangrf/Actn1/Atp1b1/Nectin1/Gja1/Adra1b/Baiap2l2/Des/Pkp2/Ankrd23/Cxadr/Akap6/Pecam1/Dsc2","cGASKOvsWT"
"GO:0098858","GO:0098858","actin-based cell projection",170,-0.339813162574483,-1.28191654294916,0.0548302872062663,0.254569190600522,0.21362449560883,2740,"tags=29%, list=18%, signal=24%","Dlg1/Ripor2/Myo6/Itgav/Myo10/Adcy6/Rhoc/Acp3/Utrn/Spef1l/Fscn1/Fat1/Pls3/Fxr2/Itgb3/Src/Pdgfa/Fmn2/Cubn/Myo1d/Slc7a5/Enah/Stard10/Dnali1/Calb2/Aqp5/Whrn/Spata13/Ezr/Eps8l2/Rapgef3/Syne2/Cdh23/Espn/Dmd/Nlgn1/Vil1/Cxadr/Map2/Atp6v1b1/Akap5/Car2/Cd24a/Myo7b/Itga3/Podxl/Clic5/Ptprz1/Slc34a2","cGASKOvsWT"
"GO:0017101","GO:0017101","aminoacyl-tRNA synthetase multienzyme complex",12,-0.639428490322887,-1.44949317415799,0.0597269624573379,0.275514697787075,0.231201144996147,5177,"tags=83%, list=34%, signal=55%","Aimp1/Aimp2/Lars1/Rars1/Rpl5/Iars1/Kars1/Eprs1/Mars1/Eef1e1","cGASKOvsWT"
"GO:0031430","GO:0031430","M band",13,-0.616071274319825,-1.43698348858278,0.0610169491525424,0.277879736586419,0.233185792939652,944,"tags=46%, list=6%, signal=43%","Ank1/Fhl2/Cryab/Myom1/Hspb1/Myom2","cGASKOvsWT"
"GO:0030686","GO:0030686","90S preribosome",28,-0.515927901789794,-1.42175320943017,0.0608974358974359,0.277879736586419,0.233185792939652,6323,"tags=75%, list=42%, signal=44%","Heatr1/Nop9/Nol6/Wdr3/Tbl3/Bop1/Wdr36/Srfbp1/Slx9/Noc4l/Bms1/Noc2l/Wdr12/Utp20/Mphosph10/Imp3/Rsl1d1/Pwp2/Nop14/Utp18/Utp4","cGASKOvsWT"
"GO:0099523","GO:0099523","presynaptic cytosol",12,0.608594396628701,1.50105248699185,0.0625,0.282832278481013,0.237341772151899,682,"tags=17%, list=4%, signal=16%","Ppfia2/Prkcb","cGASKOvsWT"
"GO:0031588","GO:0031588","nucleotide-activated protein kinase complex",11,-0.650799137433508,-1.4642232761292,0.0640809443507589,0.284583075843432,0.238810972735747,2113,"tags=36%, list=14%, signal=31%","Prkar2a/Prkab2/Prkag3/Prkaa2","cGASKOvsWT"
"GO:0101031","GO:0101031","chaperone complex",33,-0.493615618609334,-1.42236754932233,0.0640625,0.284583075843432,0.238810972735747,5533,"tags=73%, list=36%, signal=46%","Bag3/Ruvbl2/Hspa8/Psmg2/Cct5/Ruvbl1/Stip1/Dnaaf2/Psmg1/Spag1/Cct8/Hsp90ab1/Cct6a/Ptges3/Cct3/Rpap3/Cct4/Cct2/Tcp1/Cct7/Hsf1/Pih1d2/Hspb8/Bag2","cGASKOvsWT"
"GO:0099738","GO:0099738","cell cortex region",32,-0.500110322380008,-1.42074657002269,0.0636942675159236,0.284583075843432,0.238810972735747,3320,"tags=41%, list=22%, signal=32%","Sptbn5/Gck/Unc13b/Ppfia3/Rims3/Prkcz/Phldb1/Phldb2/Erc2/Unc13c/Tchp/Myo5b/Rims2","cGASKOvsWT"
"GO:0000815","GO:0000815","ESCRT III complex",10,0.646941510073563,1.51185075400264,0.0661764705882353,0.286764705882353,0.240641711229947,5252,"tags=90%, list=35%, signal=59%","Chmp1b/Chmp4b/Chmp3/Chmp1a/Chmp2b/Chmp2a/Chmp7/Chmp1b2/Chmp6","cGASKOvsWT"
"GO:0005922","GO:0005922","connexin complex",10,-0.662258322192258,-1.45307440713653,0.0656565656565657,0.286764705882353,0.240641711229947,2199,"tags=70%, list=14%, signal=60%","Gjb5/Gjb4/Gja4/Gja1/Gjb2/Gjb3/Gja3","cGASKOvsWT"
"GO:0030687","GO:0030687","preribosome, large subunit precursor",25,-0.531954126157534,-1.43150090416477,0.065252854812398,0.286764705882353,0.240641711229947,5607,"tags=80%, list=37%, signal=51%","Bop1/Zfp622/Eif6/Fbxw8/Nsa2/Nip7/Noc2l/Rpf1/Wdr12/Rrs1/Ftsj3/Mdn1/Mrto4/Rrp15/Ebna1bp2/Wdr74/Las1l/Mak16/Rrp1b/Ppan","cGASKOvsWT"
"GO:0012507","GO:0012507","ER to Golgi transport vesicle membrane",21,-0.548757908652632,-1.42411845262552,0.066006600660066,0.286764705882353,0.240641711229947,3196,"tags=43%, list=21%, signal=34%","Sec24d/Sec31a/Sec13/Uso1/Sec24a/Sec22b/Sec23a/Klhl12/Sec16b","cGASKOvsWT"
