"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"R-MMU-77387","R-MMU-77387","Insulin receptor recycling",22,0.529423047840284,1.55224819750225,0.0301183556055762,0.217978890210141,0.191361608126304,2896,"tags=64%, list=19%, signal=52%","Atp6v0a1/Atp6v0c/Atp6v0d1/Atp6v1a/Atp6v1g1/Atp6v1b2/Atp6ap1/Atp6v1e1/Atp6v1f/Atp6v0b/Atp6v1d/Atp6v0d2/Atp6v1c1/Atp6v0e","cGASKOvsWT"
"R-MMU-5686938","R-MMU-5686938","Regulation of TLR by endogenous ligand",14,0.626494564864131,1.61612397684065,0.0320586961669048,0.230364631027902,0.202234932962655,1668,"tags=50%, list=11%, signal=45%","Lbp/Tlr1/Tlr2/Tlr6/Tlr4/S100a1/Cd14","cGASKOvsWT"
"R-MMU-917937","R-MMU-917937","Iron uptake and transport",52,0.409053756205298,1.44975301641517,0.0327416390496097,0.233603467261754,0.205078276689978,3099,"tags=48%, list=20%, signal=38%","Hfe/Steap3/Slc40a1/Atp6v0a1/Lcn2/Cp/Atp6v0c/Flvcr1/Atp6v0d1/Atp6v1a/Heph/Atp6v1g1/Trf/Atp6v1b2/Hmox2/Atp6ap1/Atp6v1e1/Atp6v1f/Atp6v0b/Atp6v1d/Atp6v0d2/Atp6v1c1/Atp6v0e/Aco1/Tfrc","cGASKOvsWT"
"R-MMU-9006936","R-MMU-9006936","Signaling by TGFB family members",88,-0.403462370924384,-1.39150474017852,0.0336473755047106,0.238375068716471,0.209267220522255,3622,"tags=34%, list=24%, signal=26%","Fkbp1a/Smurf1/Rps27a/Arhgef18/Ltbp1/Ncor2/Pard3/Tgif1/Ubc/Itgav/Ccnt2/Itga8/Fstl3/Wwtr1/Smurf2/Prkcz/Bmpr1b/Itgb3/Bambi/Skil/Cdk8/Ltbp2/Amh/Grem2/Inhba/F11r/Smad7/Tgfb2/Smad6/Smad9","cGASKOvsWT"
"R-MMU-159236","R-MMU-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript",69,-0.424627727550107,-1.40735758626903,0.0357142857142857,0.251248751248751,0.220568904779431,6251,"tags=65%, list=41%, signal=39%","Thoc2/Sarnp/Ranbp2/Casc3/Nup98/Nxt1/Seh1l/Ddx39b/Nup54/Nup155/Zc3h11a/Rbm8a/Upf3b/Nup42/Nup35/U2af2/Ncbp1/Nup37/Nup153/Nup160/Nup188/Thoc1/Srsf11/Ndc1/Srsf5/Nup88/Nup85/Gle1/Gm49336/Rae1/Rnps1/U2af1/Magoh/Srsf7/Fyttd1/Thoc7/Sec13/Nxf1/Pom121/Nup107/Ddx39a/Magohb/Nup43/Aaas/Nxf2","cGASKOvsWT"
"R-MMU-8876198","R-MMU-8876198","RAB GEFs exchange GTP for GDP on RABs",86,0.3477487060821,1.36023858410541,0.0361023283408957,0.252214877159313,0.221417057587803,4157,"tags=47%, list=27%, signal=34%","Rab3il1/Rinl/Dennd1c/Madd/Rin3/Dennd4b/Rab7b/Dennd1a/Rin2/Rab8b/Rab31/Rab32/Als2cl/Dennd1b/Rab7/Rab5c/Dennd6a/Trappc6a/Trappc2b/Dennd4c/Trappc1/Rab14/Rab39/Sbf2/Trappc3/Rab35/Rab3gap2/Rab5b/Hps1/Rab8a/Trappc12/Mon1a/Rab1b/Als2/Rab1a/Mon1b/Gapvd1/Trappc9/Akt2/Trappc2l","cGASKOvsWT"
"R-MMU-425366","R-MMU-425366","Transport of bile salts and organic acids, metal ions and amine compounds",40,0.425632738164624,1.4206572469718,0.036836865244526,0.255571630593056,0.224363919710761,2448,"tags=40%, list=16%, signal=34%","Slc16a7/Slc13a3/Slc14a1/Slc40a1/Slc10a6/Slc5a11/Emb/Cp/Slc6a6/Slc13a5/Slc22a18/Heph/Slc31a1/Slc11a1/Slc18a1/Slc39a14","cGASKOvsWT"
"R-MMU-8964043","R-MMU-8964043","Plasma lipoprotein clearance",30,0.469582245654094,1.482841494077,0.0372987682265339,0.257003841341734,0.225621243994679,2396,"tags=40%, list=16%, signal=34%","Apoe/Lipc/Apoc1/Ldlr/Npc1/Nceh1/Mylip/Ap2s1/Apobr/Scarb1/Soat1/Nr1h3","cGASKOvsWT"
"R-MMU-9705462","R-MMU-9705462","Inactivation of CSF3 (G-CSF) signaling",19,0.530392279114638,1.47721440812392,0.0378875145237118,0.259284623203089,0.227623520840632,1516,"tags=26%, list=10%, signal=24%","Hck/Syk/Lyn/Socs3/Tyk2","cGASKOvsWT"
"R-MMU-201556","R-MMU-201556","Signaling by ALK",17,0.558926680223973,1.50805723243757,0.0384873168644566,0.259976918820534,0.228231280621982,584,"tags=18%, list=4%, signal=17%","Ptn/Ptpn6/Jak3","cGASKOvsWT"
"R-MMU-9033241","R-MMU-9033241","Peroxisomal protein import",55,0.403430382728918,1.46171901329457,0.0385055277378326,0.259976918820534,0.228231280621982,3443,"tags=38%, list=23%, signal=30%","Paox/Idh1/Ehhadh/Acox3/Gstk1/Scp2/Crat/Hacl1/Acaa1b/Hsd17b4/Phyh/Dhrs4/Pex7/Crot/Hmgcl/Nudt7/Pex6/Mpv17/Zfand6/Decr2/Acox1","cGASKOvsWT"
"R-MMU-975155","R-MMU-975155","MyD88 dependent cascade initiated on endosome",83,0.348361669243825,1.35380514441718,0.0395031586029342,0.264934517030345,0.232583509248153,4199,"tags=40%, list=28%, signal=29%","Ticam2/Nlrc5/Rps6ka1/Tlr4/Map2k6/Peli2/Nkiras2/Tifa/Vrk3/Jun/Cd14/Rps6ka3/Rps6ka5/Dusp3/Dusp7/Nfkb2/Casp8/Mapk7/Dusp6/Nlrx1/Nfkb1/Nfkbib/Peli1/Ticam1/Ly96/Fos/Ikbkb/Mapkapk3/Irak1/Mapk3/Nod1/Mapk14/Creb1","cGASKOvsWT"
"R-MMU-76005","R-MMU-76005","Response to elevated platelet cytosolic Ca2+",102,0.329243805349125,1.33028411375594,0.0407233333860364,0.271309095273858,0.238179691257473,2097,"tags=26%, list=14%, signal=23%","F13a1/Selenop/Vegfd/F5/A2m/Vwf/Gas6/Plek/Hgf/Prkcb/Fermt3/F8/Igf1/Itih4/Serpina3i/Pf4/Vegfb/Lgals3bp/Trf/Tgfb1/Tor4a/Serping1/Islr/Psap/Cyrib/Lhfpl2/Aplp2","cGASKOvsWT"
"R-MMU-166663","R-MMU-166663","Initial triggering of complement",14,0.610742189899208,1.57548868277626,0.0411361569263798,0.272256407025908,0.239011327293855,2113,"tags=64%, list=14%, signal=55%","Cfp/C1qb/C1qc/C1qa/C1ra/C4b/Fcna/C3/C1s2","cGASKOvsWT"
"R-MMU-114608","R-MMU-114608","Platelet degranulation ",97,0.327766973660779,1.30685756196922,0.0418785861538446,0.275358546867763,0.241734666550228,2097,"tags=27%, list=14%, signal=23%","F13a1/Selenop/Vegfd/F5/A2m/Vwf/Gas6/Plek/Hgf/Fermt3/F8/Igf1/Itih4/Serpina3i/Pf4/Vegfb/Lgals3bp/Trf/Tgfb1/Tor4a/Serping1/Islr/Psap/Cyrib/Lhfpl2/Aplp2","cGASKOvsWT"
"R-MMU-72202","R-MMU-72202","Transport of Mature Transcript to Cytoplasm",78,-0.410975281244907,-1.39531159126772,0.0428380187416332,0.278950586824481,0.244888084488583,6251,"tags=56%, list=41%, signal=33%","Nup98/Nxt1/Seh1l/Ddx39b/Eif4e/Nup54/Nup155/Fip1l1/Zc3h11a/Rbm8a/Upf3b/Nup42/Nup35/U2af2/Ncbp1/Nup37/Nup153/Nup160/Nup188/Thoc1/Srsf11/Ndc1/Srsf5/Nup88/Nup85/Cpsf4/Gle1/Gm49336/Rae1/Rnps1/U2af1/Magoh/Srsf7/Fyttd1/Thoc7/Sec13/Nxf1/Pom121/Nup107/Ddx39a/Magohb/Nup43/Aaas/Nxf2","cGASKOvsWT"
"R-MMU-416476","R-MMU-416476","G alpha (q) signalling events",128,0.302969789203153,1.24100869917594,0.0429794641727579,0.278950586824481,0.244888084488583,1671,"tags=24%, list=11%, signal=22%","Mchr1/Ednrb/Lpar5/Rgs18/Gpr132/Gng2/Ptafr/P2ry6/Gngt2/Cysltr1/Cysltr2/Btk/Rps6ka1/Gna15/Rgs2/Rgs4/Ccl9/Ptgfr/Adra1a/Rgs5/Prkch/Grb2/Ptger1/Gpr65/Ccl6/Plcb2/Tbxa2r/Pik3r1/Hrh1/Lpar6/Rps6ka3","cGASKOvsWT"
"R-MMU-9027284","R-MMU-9027284","Erythropoietin activates RAS",10,0.657829810766984,1.52941031004905,0.0446682780001378,0.279107376820737,0.245025728944855,1227,"tags=30%, list=8%, signal=28%","Lyn/Vav1/Grb2","cGASKOvsWT"
"R-MMU-375165","R-MMU-375165","NCAM signaling for neurite out-growth",28,-0.538879524142414,-1.49768065752893,0.0442338072669826,0.279107376820737,0.245025728944855,1902,"tags=39%, list=13%, signal=34%","Col5a2/Col4a2/Ptk2/Sptbn4/Spta1/Col6a6/Ncam1/Col4a1/Col2a1/Sptbn2/Col9a3","cGASKOvsWT"
"R-MMU-73863","R-MMU-73863","RNA Polymerase I Transcription Termination",29,-0.522806079073063,-1.46954878681618,0.0440251572327044,0.279107376820737,0.245025728944855,6463,"tags=72%, list=43%, signal=42%","Gtf2h3/Polr2h/Gtf2h4/Cdk7/Gtf2h1/Taf1c/Ercc2/Cavin1/Polr1b/Polr1g/Polr2e/Taf1b/Tbp/Polr1c/Mnat1/Polr2l/Gtf2h2/Polr1a/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-191859","R-MMU-191859","snRNP Assembly",47,-0.467094097796938,-1.43801490272578,0.0445765230312036,0.279107376820737,0.245025728944855,4801,"tags=72%, list=32%, signal=50%","Snrpd1/Nup98/Seh1l/Gemin6/Nup54/Nup155/Nup42/Nup35/Snrpe/Nup37/Nup153/Nup160/Nup188/Gemin4/Snupn/Ndc1/Nup88/Wdr77/Nup85/Ddx20/Smn1/Snrpf/Gemin2/Gm49336/Rae1/Snrpd2/Prmt5/Sec13/Pom121/Snrpg/Nup107/Gemin5/Nup43/Aaas","cGASKOvsWT"
"R-MMU-194441","R-MMU-194441","Metabolism of non-coding RNA",47,-0.467094097796938,-1.43801490272578,0.0445765230312036,0.279107376820737,0.245025728944855,4801,"tags=72%, list=32%, signal=50%","Snrpd1/Nup98/Seh1l/Gemin6/Nup54/Nup155/Nup42/Nup35/Snrpe/Nup37/Nup153/Nup160/Nup188/Gemin4/Snupn/Ndc1/Nup88/Wdr77/Nup85/Ddx20/Smn1/Snrpf/Gemin2/Gm49336/Rae1/Snrpd2/Prmt5/Sec13/Pom121/Snrpg/Nup107/Gemin5/Nup43/Aaas","cGASKOvsWT"
"R-MMU-3371453","R-MMU-3371453","Regulation of HSF1-mediated heat shock response",61,-0.435454941782139,-1.42344780760259,0.0433566433566434,0.279107376820737,0.245025728944855,6311,"tags=61%, list=42%, signal=36%","Hspa14/Nup98/Rps19bp1/Seh1l/Hspa2/Nup54/Nup155/Bag3/Nup42/Nup35/Hspa8/Dnajb6/Bag4/Nup37/Nup153/Nup160/Nup188/Bag1/Ndc1/Nup88/Nup85/Gm49336/Hspa5/Rae1/Rpa1/Hspa1l/Dnajc2/Sec13/Pom121/Hsf1/Hspa9/Nup107/Hspa12a/Nup43/Aaas/Hsph1/Bag2","cGASKOvsWT"
"R-MMU-5218859","R-MMU-5218859","Regulated Necrosis",45,0.392417748606309,1.35366430477348,0.0451088021587517,0.280120092417927,0.245914782398913,4890,"tags=51%, list=32%, signal=35%","Tnfsf10/Il1a/Sdcbp/Birc3/Fadd/Casp1/Ripk1/Casp4/Casp8/Tradd/Peli1/Gsdmd/Flot2/Flot1/Birc2/Chmp4b/Xiap/Casp3/Chmp3/Chmp2b/Chmp2a/Chmp7/Bak1","cGASKOvsWT"
"R-MMU-73772","R-MMU-73772","RNA Polymerase I Promoter Escape",28,-0.536875427515647,-1.49211077294572,0.0458135860979463,0.282751335058491,0.248224725451579,6463,"tags=75%, list=43%, signal=43%","Gtf2h3/Polr2h/Gtf2h4/Cdk7/Gtf2h1/Taf1c/Ercc2/Polr1b/Polr1g/Polr2e/Taf1b/Tbp/Polr1c/Mnat1/Polr2l/Gtf2h2/Rrn3/Polr1a/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-1660516","R-MMU-1660516","Synthesis of PIPs at the early endosome membrane",15,0.589416737335068,1.54376691619577,0.0469833857360102,0.288202963722112,0.253010658745267,4584,"tags=67%, list=30%, signal=47%","Inpp4b/Inpp4a/Mtm1/Vac14/Pikfyve/Pik3c3/Pi4k2a/Pik3r4/Fig4/Mtmr12","cGASKOvsWT"
"R-MMU-73762","R-MMU-73762","RNA Polymerase I Transcription Initiation",42,-0.480506687404489,-1.4561125384126,0.0494011976047904,0.299518085170543,0.262944096953108,6463,"tags=62%, list=43%, signal=36%","Gtf2h3/Polr2h/Gtf2h4/Gatad2b/Cdk7/Chd3/Gtf2h1/Taf1c/Ercc2/Rbbp7/Polr1b/Polr1g/Polr2e/Taf1b/Tbp/Polr1c/Mnat1/Polr2l/Gtf2h2/Hdac2/Rrn3/Polr1a/Ercc6/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-5663213","R-MMU-5663213","RHO GTPases Activate WASPs and WAVEs",32,0.445523731430787,1.42616955384218,0.0494234613700896,0.299518085170543,0.262944096953108,4105,"tags=47%, list=27%, signal=34%","Nckap1l/Btk/Cyfip2/Grb2/Arpc3/Nckipsd/Wipf1/Arpc1b/Arpc5/Arpc4/Cdc42/Cyfip1/Actr2/Wasf2/Mapk3","cGASKOvsWT"
"R-MMU-73886","R-MMU-73886","Chromosome Maintenance",121,0.30813866862695,1.26097314713638,0.0497648176324845,0.299780877474727,0.263174799833939,4293,"tags=36%, list=28%, signal=26%","H2bc21/H4c11/H2ac10/H2bc27/H2bc1/H2ac19/Ten1/H2ac15/H2bc23/Cenpx/H2ac23/H4c12/H2ac4/Pcna/H2bc15/H2az2/Mis18a/Rfc2/H4c6/Dna2/H4c1/H4c8/H2ac20/H2ac11/H2bc24/H2ac8/H2bc11/H2bc9/H4c2/H4c14/H2bc13/H2ac22/H2bc8/H2ac7/H2aj/Wrn/Cenpo/H2bc7/H4c16/H2ac24/H2ac18/H2bc6/Itgb3bp","cGASKOvsWT"
"R-MMU-6785807","R-MMU-6785807","Interleukin-4 and Interleukin-13 signaling",12,0.607605957514839,1.48222037867721,0.0526949588664554,0.30715732002582,0.269650509052697,3882,"tags=67%, list=26%, signal=50%","Il4/Jak3/Il2rg/Tyk2/Socs1/Il13ra1/Il4ra/Stat3","cGASKOvsWT"
"R-MMU-391903","R-MMU-391903","Eicosanoid ligand-binding receptors",12,0.606891788928766,1.48047820479132,0.0534319393683086,0.30715732002582,0.269650509052697,2331,"tags=58%, list=15%, signal=49%","Cysltr1/Cysltr2/Ptger4/Ptgfr/Ptger1/Tbxa2r/Ltb4r1","cGASKOvsWT"
"R-MMU-418990","R-MMU-418990","Adherens junctions interactions",24,-0.543979589215479,-1.4650561421405,0.0531400966183575,0.30715732002582,0.269650509052697,1214,"tags=33%, list=8%, signal=31%","Nectin1/Pvr/Cdh3/Cdh1/Cdh24/Cdh5/Cdh6/Cdh10","cGASKOvsWT"
"R-MMU-383280","R-MMU-383280","Nuclear Receptor transcription pathway",34,-0.502312968671675,-1.45845844257123,0.0522273425499232,0.30715732002582,0.269650509052697,2312,"tags=26%, list=15%, signal=22%","Rarg/Nr4a1/Vdr/Pgr/Nr1d1/Thrb/Nr4a3/Rarb/Rorc","cGASKOvsWT"
"R-MMU-163841","R-MMU-163841","Gamma carboxylation, hypusine formation and arylsulfatase activation",31,0.456269370260197,1.45297045344094,0.05293902618142,0.30715732002582,0.269650509052697,2697,"tags=29%, list=18%, signal=24%","Gas6/Arsg/Arsk/F8/F7/Sumf1/Pros1/Proz/Arsa","cGASKOvsWT"
"R-MMU-1660499","R-MMU-1660499","Synthesis of PIPs at the plasma membrane",46,0.403505696232244,1.40395149634846,0.052274562494138,0.30715732002582,0.269650509052697,3370,"tags=43%, list=22%, signal=34%","Inpp4b/Pik3cd/Pik3cg/Pik3r6/Inpp5d/Pik3r5/Inpp4a/Pik3r1/Bmx/Mtm1/Rufy1/Pip4k2a/Inpp5j/Mtmr1/Inpp5k/Rab14/Mtmr3/Pi4k2a/Pip5k1c/Mtmr14","cGASKOvsWT"
"R-MMU-1483249","R-MMU-1483249","Inositol phosphate metabolism",41,0.410910974238423,1.38119138915334,0.0533048671317195,0.30715732002582,0.269650509052697,2725,"tags=29%, list=18%, signal=24%","Pld4/Inpp4b/Plcg2/Inpp5d/Plch2/Inpp4a/Plcb2/Itpkb/Itpk1/Inpp5j/Ipmk/Calm1","cGASKOvsWT"
"R-MMU-418555","R-MMU-418555","G alpha (s) signalling events",71,0.353649567094062,1.32812573883515,0.0521440931558084,0.30715732002582,0.269650509052697,2044,"tags=24%, list=13%, signal=21%","Vipr1/Pde7b/Grk3/Gng2/Gngt2/Cysltr2/Glp2r/Avpr2/Ptger4/Arrb2/Adrb2/Arrb1/Gpr27/Ramp3/Gpr45/Gng11/Gpr84","cGASKOvsWT"
"R-MMU-3238698","R-MMU-3238698","WNT ligand biogenesis and trafficking",15,-0.623932550827514,-1.50328724539835,0.0548172757475083,0.313330564784053,0.275069942297605,1515,"tags=47%, list=10%, signal=42%","Wnt5b/Wnt2/Wnt4/Wnt9a/Wnt2b/Wnt10b/Wnt11","cGASKOvsWT"
"R-MMU-418594","R-MMU-418594","G alpha (i) signalling events",160,0.28365680363282,1.21281253384654,0.0552449398766113,0.31399101421396,0.275649744611816,1423,"tags=22%, list=9%, signal=20%","Cxcl5/Mchr1/Cxcr3/P2ry13/Cxcr4/Cnr2/Gpr31b/Lpar5/P2ry12/Rgs18/Gng2/Gngt2/Ccr1/Cxcl16/P2ry14/Adcy7/C5ar1/Gna15/C3ar1/Hebp1/Adra2b/Gpsm3/Rgs4/Rgs14/Ccl9/Rgs8/Fpr1/Ccr5/Rgs5/Gpr183/Ccl4/Galr2/Ccl6/Pf4/Plcb2","cGASKOvsWT"
"R-MMU-171319","R-MMU-171319","Telomere Extension By Telomerase",19,-0.579176038252938,-1.49457206119354,0.0567260940032415,0.319809602364505,0.280757828171832,4225,"tags=42%, list=28%, signal=30%","Pif1/Ankrd28/Nhp2/Rtel1/Terf1/Tert/Gar1/Dkc1","cGASKOvsWT"
"R-MMU-75105","R-MMU-75105","Fatty acyl-CoA biosynthesis",26,0.478431387901951,1.47405833639494,0.0580076623957515,0.319809602364505,0.280757828171832,3424,"tags=50%, list=23%, signal=39%","Hacd4/Acsl3/Acly/Slc25a1/Ppt1/Cbr4/Fasn/Hsd17b12/Tecr/Acaca/Acsl5/Hsd17b8/Elovl1","cGASKOvsWT"
"R-MMU-5250913","R-MMU-5250913","Positive epigenetic regulation of rRNA expression",29,-0.515350782098206,-1.44859278981595,0.0581761006289308,0.319809602364505,0.280757828171832,5514,"tags=62%, list=36%, signal=40%","Taf1c/Actg1/Polr1b/Polr1g/Smarca5/Polr2e/Taf1b/Myo1c/Tbp/Polr1c/Polr2l/Ddx21/Mybbp1a/Polr1a/Ercc6/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-5250924","R-MMU-5250924","B-WICH complex positively regulates rRNA expression",29,-0.515350782098206,-1.44859278981595,0.0581761006289308,0.319809602364505,0.280757828171832,5514,"tags=62%, list=36%, signal=40%","Taf1c/Actg1/Polr1b/Polr1g/Smarca5/Polr2e/Taf1b/Myo1c/Tbp/Polr1c/Polr2l/Ddx21/Mybbp1a/Polr1a/Ercc6/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-72203","R-MMU-72203","Processing of Capped Intron-Containing Pre-mRNA",221,-0.327353699241239,-1.25983626232861,0.0581683168316832,0.319809602364505,0.280757828171832,7008,"tags=55%, list=46%, signal=30%","Tra2b/Eif4a3/Cstf2/Isy1/Sf3a1/Snrpa/Srrm1/Cherp/Prpf3/Cwc22/Bud31/Sf3b5/Snrpb/Thoc2/Sarnp/Dhx16/Ranbp2/Polr2b/Ppil4/Naa12/Dhx9/Casc3/Snu13/Hnrnpr/Polr2h/Plrg1/Pcf11/Snrpd1/Rbmx/Nup98/Pcbp2/Nxt1/Sugp1/Seh1l/Rbm5/Ybx1/Ddx39b/Eif4e/U2surp/Nup54/Nup155/Fip1l1/Zc3h11a/Polr2g/Sart1/Lsm3/Cpsf6/Rbm8a/Upf3b/Nup42/Snrnp40/Prpf19/Nup35/Sf3a3/Ppil3/Prpf6/U2af2/Hspa8/Snrnp70/Sf3b3/Zcrb1/Ncbp1/Snrpe/Nup37/Nup153/Nup160/Nup188/Ddx23/Prpf4/Thoc1/Rbm22/Snrnp27/Polr2e/Lsm5/Srrm2/Smndc1/Srsf11/Prpf38a/Ndc1/Phf5a/Elavl1/Gtf2f2/Srsf5/Dhx15/Nup88/Nup85/Rbm17/Snrpf/Cpsf4/Rnpc3/Lsm7/Gle1/Gm49336/Lsm8/Rae1/Fus/Polr2l/Rnps1/U2af1/Magoh/Hnrnpa1/Srsf7/Hnrnpc/Snrpd2/Polr2c/Pabpn1/Fyttd1/Thoc7/Sec13/Nxf1/Usp39/Pom121/Snrpg/Nup107/Ddx39a/Magohb/Nup43/Hnrnph1/Aaas/Snrpa1/Nxf2/Snrpn/Snrnp48","cGASKOvsWT"
"R-MMU-211859","R-MMU-211859","Biological oxidations",126,0.299440604553145,1.22301751102216,0.0580315257381372,0.319809602364505,0.280757828171832,2901,"tags=37%, list=19%, signal=30%","Acss1/Ggt5/Cyp27a1/Dpep2/Gstm7/Hpgds/Cyp51/Paox/Adh1/Cyp4f18/Acss2/Cyp4v3/Sult2b1/Mgst3/Tbxas1/Nqo2/Gstt1/Ahrr/Cndp2/Gstk1/Bphl/Aldh2/As3mt/Akr1a1/Cyp7b1/Gstt2/Aoc3/Rxra/Smox/Chac2/Fmo1/Sult6b1/Gstm1/Cyb5b/Nat2/Podxl2/Aldh1b1/Ugt1a9/Comt/Ugt1a1/Ugt1a2/Ugt1a6a/Ugt1a7c/Ugt1a5/Cyp2r1/Mgst1/Gstm4","cGASKOvsWT"
"R-MMU-5654719","R-MMU-5654719","SHC-mediated cascade:FGFR4",12,-0.651621834766455,-1.4894403627167,0.0589225589225589,0.32041132041132,0.281286070759755,1005,"tags=33%, list=7%, signal=31%","Fgf18/Fgf20/Fgf2/Fgfr4","cGASKOvsWT"
"R-MMU-9615933","R-MMU-9615933","Postmitotic nuclear pore complex (NPC) reformation",21,-0.563926651869654,-1.4831943208637,0.0587275693311582,0.32041132041132,0.281286070759755,6251,"tags=76%, list=41%, signal=45%","Nup98/Seh1l/Nup155/Nup35/Nup37/Ran/Nup160/Nup188/Ndc1/Nup85/Rcc1/Sec13/Ahctf1/Pom121/Nup107/Nup43","cGASKOvsWT"
"R-MMU-170834","R-MMU-170834","Signaling by TGF-beta Receptor Complex",67,-0.406126786914506,-1.34306735529835,0.0622406639004149,0.336634988622674,0.29552867579201,3622,"tags=34%, list=24%, signal=26%","Fkbp1a/Smurf1/Rps27a/Arhgef18/Ltbp1/Ncor2/Pard3/Tgif1/Ubc/Itgav/Ccnt2/Itga8/Wwtr1/Smurf2/Prkcz/Itgb3/Bambi/Skil/Cdk8/Ltbp2/F11r/Smad7/Tgfb2","cGASKOvsWT"
"R-MMU-9013409","R-MMU-9013409","RHOJ GTPase cycle",14,0.579844831917097,1.49578494094612,0.0653753026634383,0.336846898731634,0.295714709674418,1636,"tags=36%, list=11%, signal=32%","Prex1/Ophn1/Dock8/Pik3r1/Depdc1b","cGASKOvsWT"
"R-MMU-622312","R-MMU-622312","Inflammasomes",13,0.596815895696863,1.48087034545423,0.0651629072681704,0.336846898731634,0.295714709674418,2668,"tags=62%, list=18%, signal=51%","Nlrp1a/P2rx7/Pycard/Nlrp3/Aim2/Bcl2l1/Bcl2/Pstpip1","cGASKOvsWT"
"R-MMU-936964","R-MMU-936964","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",17,0.538661814112833,1.45337997514322,0.0659630606860158,0.336846898731634,0.295714709674418,3420,"tags=53%, list=23%, signal=41%","Ticam2/Tlr4/Ikbke/Cd14/Sarm1/Tank/Tbk1/Ticam1/Ly96","cGASKOvsWT"
"R-MMU-1855204","R-MMU-1855204","Synthesis of IP3 and IP4 in the cytosol",24,0.479046741220803,1.45042362124467,0.0635321201619089,0.336846898731634,0.295714709674418,3186,"tags=42%, list=21%, signal=33%","Pld4/Plcg2/Inpp5d/Plch2/Plcb2/Itpkb/Itpk1/Inpp5j/Calm1/Plce1","cGASKOvsWT"
"R-MMU-1793185","R-MMU-1793185","Chondroitin sulfate/dermatan sulfate metabolism",42,-0.468137366966561,-1.4186289340145,0.0643712574850299,0.336846898731634,0.295714709674418,1527,"tags=26%, list=10%, signal=24%","Gpc4/Gpc1/Gpc2/Chsy3/Cspg5/Cspg4/Chst11/Chst7/Gpc3/Bcan/Chst3","cGASKOvsWT"
"R-MMU-73864","R-MMU-73864","RNA Polymerase I Transcription",44,-0.462573822777452,-1.41299122322712,0.062874251497006,0.336846898731634,0.295714709674418,6463,"tags=61%, list=43%, signal=35%","Gtf2h3/Polr2h/Gtf2h4/Gatad2b/Cdk7/Chd3/Gtf2h1/Taf1c/Ercc2/Cavin1/Rbbp7/Polr1b/Polr1g/Polr2e/Taf1b/Tbp/Polr1c/Mnat1/Polr2l/Gtf2h2/Hdac2/Rrn3/Polr1a/Ercc6/Polr1e/Taf1a/Taf1d","cGASKOvsWT"
"R-MMU-168643","R-MMU-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",43,0.398459930804981,1.36445191191507,0.0641183272419704,0.336846898731634,0.295714709674418,2753,"tags=33%, list=18%, signal=27%","Nlrp1a/P2rx7/Map2k6/Pycard/Nlrp3/Aim2/Casp9/Birc3/Casp1/Casp4/Bcl2l1/Bcl2/Pstpip1/Casp8","cGASKOvsWT"
"R-MMU-68875","R-MMU-68875","Mitotic Prophase",116,0.30054283447765,1.21913857190449,0.0635185297219214,0.336846898731634,0.295714709674418,4149,"tags=37%, list=27%, signal=27%","H2bc21/Lpin1/Prkcb/H4c11/H2ac10/H2bc27/H2bc1/H2ac19/H2ac15/H2bc23/Lpin2/H2ac23/H4c12/H2ac4/H2bc15/H2az2/H4c6/H4c1/H4c8/Nup210/H2ac20/H2ac11/H2bc24/H2ac8/H2bc11/H2bc9/H4c2/Rb1/H4c14/H2bc13/H2ac22/H2bc8/H2ac7/H2aj/Rab1b/Ncapg2/Rab1a/H2bc7/H4c16/Ccnb2/H2ac24/Mapk3/H2ac18","cGASKOvsWT"
